
10.47872	0.0 %	0.0 %
10.479698	0.0 %	0.0 %
10.480288	0.0 %	0.0 %
10.480897	0.0 %	0.0 %
10.494746	0.0 %	0.0 %
10.501322	0.0 %	0.0 %
10.501988	0.0 %	0.0 %
10.514544	0.0 %	0.0 %
10.515888	0.0 %	0.0 %
10.517961	0.0 %	0.0 %
10.520417	0.0 %	0.0 %
10.522619	0.0 %	0.0 %
10.5264	0.0 %	0.0 %
10.529222	0.0 %	0.0 %
10.535214	0.0 %	0.0 %
10.53997	0.0 %	0.0 %
10.54335	0.0 %	0.0 %
10.547615	0.0 %	0.0 %
10.553344	0.0 %	0.0 %
10.557287	0.0 %	0.0 %
10.56664	0.0 %	0.0 %
10.570163	0.0 %	0.0 %
10.57417	0.0 %	0.0 %
10.594725	0.0 %	0.0 %
10.597372	0.0 %	0.0 %
10.604624	0.0 %	0.0 %
10.608135	0.0 %	0.0 %
10.612545	0.0 %	0.0 %
10.617777	0.0 %	0.0 %
10.619855	0.0 %	0.0 %
10.63459	0.0 %	0.0 %
10.638097	0.0 %	0.0 %
10.64715	0.0 %	0.0 %
10.648889	0.0 %	0.0 %
10.65521	0.0 %	0.0 %
10.660036	0.0 %	0.0 %
10.664336	0.0 %	0.0 %
10.682766	0.0 %	0.0 %
10.68855	0.0 %	0.0 %
10.689309	0.0 %	0.0 %
10.694693	0.0 %	0.0 %
10.696635	0.0 %	0.0 %
10.702663	0.0 %	0.0 %
10.70503	0.0 %	0.0 %
10.709531	0.0 %	0.0 %
10.711286	0.0 %	0.0 %
10.717817	0.0 %	0.0 %
10.722256	0.0 %	0.0 %
10.729688	0.0 %	0.0 %
10.731157	0.0 %	0.0 %
10.737536	0.0 %	0.0 %
10.747444	0.0 %	0.0 %
10.749105	0.0 %	0.0 %
10.759027	0.0 %	0.0 %
10.762588	0.0 %	0.0 %
10.767338	0.0 %	0.0 %
10.768982	0.0 %	0.0 %
10.772763	0.0 %	0.0 %
10.777559	0.0 %	0.0 %
10.781296	0.0 %	0.0 %
10.786959	0.0 %	0.0 %
10.797912	0.0 %	0.0 %
10.802758	0.0 %	0.0 %
10.804894	0.0 %	0.0 %
10.808765	0.0 %	0.0 %
10.813022	0.0 %	0.0 %
10.814987	0.0 %	0.0 %
10.82199	0.0 %	0.0 %
10.825048	0.0 %	0.0 %
10.840029	0.0 %	0.0 %
10.844753	0.0 %	0.0 %
10.846953	0.0 %	0.0 %
10.848564	0.0 %	0.0 %
10.851902	0.0 %	0.0 %
10.85452	0.0 %	0.0 %
10.85747	0.0 %	0.0 %
